Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
Deep-sea Red Crab,Shellfish,Sensitivity,Prey Specificity,2.8,19,6,0,0,1.24,Low,Low,neva
Deep-sea Red Crab,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.6,14,1,4,6,2.08,Low,Low,neva
Deep-sea Red Crab,Shellfish,Sensitivity,Sensitivity to Temperature,2.4,6,12,4,3,2.16,Low,Low,neva
Deep-sea Red Crab,Shellfish,Sensitivity,Spawning Cycle,2.4,7,10,7,1,2.08,Low,Low,neva
Deep-sea Red Crab,Shellfish,Sensitivity,Stock Size/Status,0.8,6,8,8,3,2.32,Low,Low,neva
Dusky Shark,Elasmobranch,Exposure,Currents,1,3,11,6,0,2.15,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Mean Precipitation,3,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Mean Sea Surface Salinity,3,2,5,8,5,2.8,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Ocean Acidification,2,0,0,0,20,4,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Variability in Precipitation,3,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,High,neva
Dusky Shark,Elasmobranch,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Adult Mobility,3,25,0,0,0,1,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Complexity in Reproductive Strategy,1.2,14,10,1,0,1.48,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Dispersal of Early Life Stages,3,21,3,1,0,1.2,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Early Life History Survival and Settlement Requirements,2.6,24,1,0,0,1.04,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Habitat Specificity,3,22,3,0,0,1.12,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Other Stressors,2.2,8,14,3,0,1.8,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Population Growth Rate,3,0,0,0,25,4,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Prey Specificity,2.8,23,2,0,0,1.08,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Sensitivity to Ocean Acidification,2.6,24,1,0,0,1.04,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Sensitivity to Temperature,3,22,3,0,0,1.12,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Spawning Cycle,2.2,9,7,3,6,2.24,High,High,neva
Dusky Shark,Elasmobranch,Sensitivity,Stock Size/Status,2.4,0,0,2,23,3.92,High,High,neva
Eastern Oyster,Shellfish,Exposure,Currents,1,7,8,3,2,2,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,0,1,19,3.95,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Mean Sea Surface Salinity,3,8,5,5,2,2.05,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Sea Level Rise,1.5,7,3,1,9,2.6,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Variability in Precipitation,3,13,7,0,0,1.35,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Eastern Oyster,Shellfish,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Adult Mobility,3,0,0,0,25,4,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Complexity in Reproductive Strategy,2.6,6,6,13,0,2.28,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Dispersal of Early Life Stages,3,3,12,10,0,2.28,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,3,2,9,12,2,2.56,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Habitat Specificity,2.6,8,14,3,0,1.8,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Other Stressors,3,0,4,6,15,3.44,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Population Growth Rate,2,5,9,4,7,2.52,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Prey Specificity,2.6,6,10,9,0,2.12,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.2,0,0,3,22,3.88,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Sensitivity to Temperature,3,17,6,2,0,1.4,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Spawning Cycle,3,9,11,5,0,1.84,High,Very High,neva
Eastern Oyster,Shellfish,Sensitivity,Stock Size/Status,1.4,3,8,11,3,2.56,High,Very High,neva
Green Sea Urchin,Shellfish,Exposure,Currents,1,4,9,5,2,2.25,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,5,0,4,11,3.05,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Mean Precipitation,3,16,4,0,0,1.2,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Mean Sea Surface Salinity,3,17,3,0,0,1.15,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Variability in Precipitation,3,15,5,0,0,1.25,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,High,neva
Green Sea Urchin,Shellfish,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Adult Mobility,3,0,1,19,5,3.16,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Complexity in Reproductive Strategy,2.5,15,9,1,0,1.44,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Dispersal of Early Life Stages,2.4,5,17,3,0,1.92,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,2.6,3,6,11,5,2.72,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Habitat Specificity,2.7,2,12,11,0,2.36,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Other Stressors,2.1,9,13,3,0,1.76,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Population Growth Rate,1.6,3,10,9,3,2.48,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Prey Specificity,2.6,10,8,6,1,1.92,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.6,0,7,4,14,3.28,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Sensitivity to Temperature,2.8,9,14,2,0,1.72,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Spawning Cycle,3,0,1,12,12,3.44,High,High,neva
Green Sea Urchin,Shellfish,Sensitivity,Stock Size/Status,1.2,4,9,8,4,2.48,High,High,neva
Haddock,Groundfish,Exposure,Currents,1,3,11,6,0,2.15,High,Low,neva
Haddock,Groundfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Exposure,Mean Precipitation,3,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Exposure,Mean Sea Surface Salinity,3,15,3,2,0,1.35,High,Low,neva
Haddock,Groundfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,Low,neva
Haddock,Groundfish,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Low,neva
Haddock,Groundfish,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,Low,neva
Haddock,Groundfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Exposure,Variability in Precipitation,3,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Haddock,Groundfish,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,Low,neva
Haddock,Groundfish,Sensitivity,Adult Mobility,2.8,3,16,6,0,2.12,Low,Low,neva
Haddock,Groundfish,Sensitivity,Complexity in Reproductive Strategy,2.8,6,15,4,0,1.92,Low,Low,neva
Haddock,Groundfish,Sensitivity,Dispersal of Early Life Stages,3,10,14,1,0,1.64,Low,Low,neva
Haddock,Groundfish,Sensitivity,Early Life History Survival and Settlement Requirements,2.8,2,9,13,1,2.52,Low,Low,neva
Haddock,Groundfish,Sensitivity,Habitat Specificity,3,7,12,6,0,1.96,Low,Low,neva
Haddock,Groundfish,Sensitivity,Other Stressors,1.6,18,6,1,0,1.32,Low,Low,neva
Haddock,Groundfish,Sensitivity,Population Growth Rate,2.6,8,15,2,0,1.76,Low,Low,neva
Haddock,Groundfish,Sensitivity,Prey Specificity,3,17,7,1,0,1.36,Low,Low,neva
Haddock,Groundfish,Sensitivity,Sensitivity to Ocean Acidification,1.4,22,3,0,0,1.12,Low,Low,neva
Haddock,Groundfish,Sensitivity,Sensitivity to Temperature,3,2,12,11,0,2.36,Low,Low,neva
Haddock,Groundfish,Sensitivity,Spawning Cycle,3,2,13,7,3,2.44,Low,Low,neva
Haddock,Groundfish,Sensitivity,Stock Size/Status,2.8,1,16,8,0,2.28,Low,Low,neva
Hickory Shad,Diadromous,Exposure,Currents,1,7,8,3,2,2,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,0,0,20,4,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Mean Sea Surface Salinity,3,7,9,3,1,1.9,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Sea Level Rise,1.5,6,6,3,5,2.35,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Variability in Precipitation,3,13,7,0,0,1.35,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Hickory Shad,Diadromous,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Adult Mobility,2.8,17,8,0,0,1.32,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Complexity in Reproductive Strategy,1.8,0,2,12,11,3.36,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Dispersal of Early Life Stages,1.4,0,7,12,6,2.96,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Early Life History Survival and Settlement Requirements,2,1,2,8,14,3.4,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Habitat Specificity,2.2,1,8,10,6,2.84,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Other Stressors,1.6,0,1,8,16,3.6,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Population Growth Rate,1,4,11,8,2,2.32,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Prey Specificity,1.8,11,10,4,0,1.72,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Sensitivity to Ocean Acidification,1.8,19,5,1,0,1.28,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Sensitivity to Temperature,2,1,11,12,1,2.52,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Spawning Cycle,2.4,0,0,7,18,3.72,High,Very High,neva
Hickory Shad,Diadromous,Sensitivity,Stock Size/Status,0.4,2,6,9,8,2.92,High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Currents,1,7,8,3,2,2,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,5,0,3,12,3.1,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Mean Sea Surface Salinity,3,2,8,9,1,2.45,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Sea Level Rise,1.5,0,0,8,12,3.6,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Variability in Precipitation,3,13,7,0,0,1.35,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Horseshoe Crab,Shellfish,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Adult Mobility,2.8,0,11,13,1,2.6,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Complexity in Reproductive Strategy,2.8,0,2,18,5,3.12,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Dispersal of Early Life Stages,3,0,7,14,4,2.88,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,3,5,14,6,0,2.04,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Habitat Specificity,2.8,5,10,8,2,2.28,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Other Stressors,2.2,1,12,12,0,2.44,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Population Growth Rate,2.6,0,2,11,12,3.4,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Prey Specificity,2.4,3,15,7,0,2.16,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.6,12,2,7,4,2.12,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Sensitivity to Temperature,3,5,14,5,1,2.08,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Spawning Cycle,3,0,6,17,2,2.84,High,Very High,neva
Horseshoe Crab,Shellfish,Sensitivity,Stock Size/Status,2.8,3,19,3,0,2,High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Currents,1,7,8,3,2,2,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,0,1,8,11,3.5,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Mean Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Mean Sea Surface Salinity,3,11,7,2,0,1.55,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Ocean Acidification,2,0,0,0,20,4,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Sea Level Rise,1.5,11,6,2,1,1.65,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Variability in Air Temperature,3,20,0,0,0,1,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Variability in Precipitation,3,14,6,0,0,1.3,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,Very High,Very High,neva
Knobbed Whelk,Shellfish,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,Very High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Adult Mobility,2.8,0,4,16,5,3.04,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Complexity in Reproductive Strategy,2.3,8,12,5,0,1.88,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Dispersal of Early Life Stages,3,1,2,2,20,3.64,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Early Life History Survival and Settlement Requirements,2.8,15,8,2,0,1.48,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Habitat Specificity,2.5,9,11,4,1,1.88,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Other Stressors,1.5,2,15,7,1,2.28,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Population Growth Rate,1.6,7,10,5,3,2.16,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Prey Specificity,2.7,3,12,6,4,2.44,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Sensitivity to Ocean Acidification,2.6,0,0,3,22,3.88,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Sensitivity to Temperature,2.8,10,13,2,0,1.68,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Spawning Cycle,2.9,0,20,5,0,2.2,High,Very High,neva
Knobbed Whelk,Shellfish,Sensitivity,Stock Size/Status,0.2,5,10,6,4,2.36,High,Very High,neva
Little Skate,Elasmobranch,Exposure,Currents,1,3,11,6,0,2.15,High,Low,neva
Little Skate,Elasmobranch,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Mean Precipitation,3,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Mean Sea Surface Salinity,3,6,8,6,0,2,High,Low,neva
Little Skate,Elasmobranch,Exposure,Mean Sea Surface Temperature,3,0,0,2,18,3.9,High,Low,neva
Little Skate,Elasmobranch,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Low,neva
Little Skate,Elasmobranch,Exposure,Sea Level Rise,1.5,18,2,0,0,1.1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Variability in Precipitation,3,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Little Skate,Elasmobranch,Exposure,Variability in Sea Surface Temperature,3,20,0,0,0,1,High,Low,neva
Little Skate,Elasmobranch,Sensitivity,Adult Mobility,2.2,3,11,11,0,2.32,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Complexity in Reproductive Strategy,2.2,18,6,1,0,1.32,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Dispersal of Early Life Stages,2.8,8,11,6,0,1.92,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Early Life History Survival and Settlement Requirements,3,22,3,0,0,1.12,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Habitat Specificity,3,20,5,0,0,1.2,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Other Stressors,1.4,16,7,1,1,1.48,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Population Growth Rate,2.4,0,8,12,5,2.88,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Prey Specificity,3,20,5,0,0,1.2,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Sensitivity to Ocean Acidification,2.8,13,11,1,0,1.52,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Sensitivity to Temperature,3,9,9,3,4,2.08,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Spawning Cycle,3,21,3,1,0,1.2,Low,Low,neva
Little Skate,Elasmobranch,Sensitivity,Stock Size/Status,2.8,1,22,2,0,2.04,Low,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Currents,1,3,11,6,0,2.15,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),3,10,6,4,0,1.7,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Mean Precipitation,3,19,1,0,0,1.05,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Mean Sea Surface Salinity,3,4,7,7,2,2.35,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Mean Sea Surface Temperature,3,0,0,1,19,3.95,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Ocean Acidification,2,0,0,0,20,4,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Sea Level Rise,1.5,14,6,0,0,1.3,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Variability in Air Temperature,3,20,0,0,0,1,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Variability in Ocean Acidification,2.25,20,0,0,0,1,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Variability in Precipitation,3,18,2,0,0,1.1,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Variability in Sea Surface Salinity,3,16,4,0,0,1.2,High,Low,neva
Longfin Inshore Squid,Pelagics,Exposure,Variability in Sea Surface Temperature,3,19,1,0,0,1.05,High,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Adult Mobility,3,21,4,0,0,1.16,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Complexity in Reproductive Strategy,2.45,13,11,1,0,1.52,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Dispersal of Early Life Stages,2.1,7,15,3,0,1.84,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Early Life History Survival and Settlement Requirements,1.8,1,10,12,2,2.6,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Habitat Specificity,2.8,22,3,0,0,1.12,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Other Stressors,2,16,8,1,0,1.4,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Population Growth Rate,2.6,21,4,0,0,1.16,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Prey Specificity,2.8,16,9,0,0,1.36,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Sensitivity to Ocean Acidification,2.4,16,9,0,0,1.36,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Sensitivity to Temperature,3,14,10,1,0,1.48,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Spawning Cycle,2.55,16,8,1,0,1.4,Low,Low,neva
Longfin Inshore Squid,Pelagics,Sensitivity,Stock Size/Status,2.6,4,21,0,0,1.84,Low,Low,neva
