Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Snake River Spring/Summer,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Upper River Bright Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Upper River Spring,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Upper River Summer,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Columbia River Basin: Upper Willamette Spring,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Northern California Coast: California Coastal,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Northern California Coast: Klamath (fall),2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Oregon Coast: Central and Northern Oregon,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Oregon Coast: Southern Oregon,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Cedar River Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall,2020,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Green River Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Nisqually River Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Nooksack Spring Early,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Puyallup Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Skagit Spring,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Skagit Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Skokomish Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Snohomish Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: Stillaguamish Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Puget Sound: White River Spring,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Grays Harbor Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Grays Harbor Spring,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Hoh Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Hoh Spring/Summer,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Hoko Summer/Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Queets Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Queets Spring/Summer,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Quillayute Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Quillayute Spring/Summer,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Quinault Fall Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Chinook salmon - Washington Coast: Willapa Bay Fall Natural,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Central California Coast,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Lower Columbia Natural,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Oregon Coast Natural,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: Eastern Strait of Juan de Fuca,2011,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: Hood Canal,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: Skagit,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: Snohomish,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: South Puget Sound Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Puget Sound: Stillaguamish,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Grays Harbor,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Hoh,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Queets,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Quillayute Fall,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Quillayute Summer Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Quinault Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Strait of Juan de Fuca,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Western Strait of Juan de Fuca,2011,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Willapa Bay Hatchery,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Coho salmon - Washington Coast: Willapa Bay Natural,2024,2,Primary
California Current,Other Method,"Abundance is assessed at the stock level as mature fish in freshwater by State, Tribal, and Federal agencies (co-managers), using a variety of methods and metrics.",Pink salmon - Puget Sound,2023,3,Primary
